Name,Overs,Balls,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Match_Id
Lasith Malinga,10,60,0,55,3,5.5,34,6,0,4,1,1144521
Dhananjaya de Silva,10,60,0,49,0,4.9,31,4,1,0,0,1144521
Isuru Udana,10,60,0,67,0,6.7,27,7,1,3,0,1144521
Kasun Rajitha,10,60,0,76,1,7.6,28,6,4,4,1,1144521
Jeffrey Vandersay,7,42,0,50,1,7.14,19,5,0,4,0,1144521
Dimuth Karunaratne,1,6,0,7,0,7,4,0,1,0,0,1144521
Angelo Mathews,2,12,0,6,1,3,7,0,0,0,0,1144521
Lasith Malinga,10,60,1,82,1,8.2,20,12,0,4,0,1144526
Kasun Rajitha,8,48,0,47,1,5.88,26,8,0,0,0,1144526
Isuru Udana,9.3,57,0,50,1,5.26,29,6,0,0,0,1144526
Thisara Perera,10,60,0,34,0,3.4,32,1,0,0,0,1144526
Dhananjaya de Silva,6,36,0,51,0,8.5,13,3,3,1,0,1144526
Lasith Malinga,9.4,58,2,38,3,3.93,42,4,0,8,0,1193504
Nuwan Pradeep,9,54,1,51,3,5.67,28,5,0,0,0,1193504
Thisara Perera,6,36,0,36,0,6,17,5,0,1,0,1193504
Lahiru Kumara,7,42,0,45,1,6.43,23,3,0,4,0,1193504
Dhananjaya de Silva,10,60,0,49,2,4.9,23,2,0,2,0,1193504
Dhananjaya de Silva,10,60,0,39,0,3.9,29,2,0,1,0,1193505
Nuwan Pradeep,10,60,0,53,2,5.3,31,5,0,1,1,1193505
Isuru Udana,10,60,0,58,2,5.8,27,5,1,1,0,1193505
Lahiru Kumara,10,60,0,42,0,4.2,36,3,0,3,0,1193505
Akila Dananjaya,10,60,0,39,2,3.9,34,3,0,2,0,1193505
Shehan Jayasuriya,6,36,0,40,0,6.67,14,3,1,0,0,1193506
Kasun Rajitha,5,30,0,17,2,3.4,22,2,0,3,0,1193506
Akila Dananjaya,10,60,0,44,1,4.4,30,2,1,0,0,1193506
Dasun Shanaka,6,36,0,27,3,4.5,20,3,0,2,0,1193506
PWH de Silva,4,24,1,16,1,4,16,2,0,0,0,1193506
Lahiru Kumara,5,30,0,26,2,5.2,17,4,0,0,0,1193506
Shehan Jayasuriya,10,60,1,48,0,4.8,23,1,1,0,0,1198487
Nuwan Pradeep,9,54,0,59,0,6.56,25,5,2,0,0,1198487
Isuru Udana,9,54,0,60,1,6.67,23,7,0,2,0,1198487
Lahiru Kumara,10,60,0,59,1,5.9,26,5,1,0,0,1198487
Danushka Gunathilaka,2,12,0,8,0,4,4,0,0,0,0,1198487
PWH de Silva,10,60,0,63,2,6.3,24,2,3,0,1,1198487
Nuwan Pradeep,9.2,56,1,53,2,5.68,34,8,1,0,0,1198488
Dasun Shanaka,5,30,0,28,0,5.6,14,2,0,0,0,1198488
Lahiru Kumara,7,42,0,55,1,7.86,14,6,1,1,0,1198488
Lakshan Sandakan,10,60,0,62,0,6.2,23,3,1,1,0,1198488
PWH de Silva,10,60,0,54,1,5.4,29,6,0,0,0,1198488
Shehan Jayasuriya,7,42,0,39,1,5.57,11,1,0,0,0,1198488
